,Title,Year,Genre,Director,Cast,Movie_id,cast_no,poster_url
265,Shree 5 Ambare,2014,"Crime, Drama",Dipa Basnet,"Saugat Malla, Keki Adhikari, Yama Buddha, Priyanka Karki",/title/tt8024952/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSwP6Zsjl0kTWv09pILKJ12noDnee6O5x8aWJPVxyl1ZdaugUas26cNA03MSw&s
266,Fitkiree,2014,Crime,Anup Baral,"Saugat Malla, Deeya Maskey, Shanti Giri, Anup Baral",/title/tt5973366/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS-Rz1CGnItS2H8OezcK9sjrwqaViB7GMTSb-1Bzme9pEWrKNAAM7eyDGJnfg&s
267,Megha,2014,Drama,Samjhana Upreti Rauniar,"Bhintuna Joshi, Agraj K.C., Manoj K.C., Meera K.C.",/title/tt8658858/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSlQEnCc-2npBoDvkUCy3JGpk1DO2UDVo20IeDx8a5EAXyT-AGCw4jHsW8sDw&s
268,Mokshya,2014,"Comedy, Drama, Music",Prabin Shrestha,"Kosish Chettri, Benisha Hamal, Basanta Bhatta, Bikram Singh",/title/tt3521084/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRrVLwj9XJKyqPxqwFrHXfXQz5Uw-DHnEg-s5o2sZpbHsa2xonNjRr-_w50EAQ&s
269,Red Monsoon,2014,"Drama, Family",Eelum Dixit,"Sandip Chhetri, Sudam Ck, Himali Dixit, Shristi Ghimire",/title/tt2923296/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTbGEZzKaWUWOUPVO09p8isf6Ca1Ib_TtaBMmSIuonJwWjL4NdBTBWtWCwqdQ&s
271,Birkhelai Chinchhas,2014,Drama,Araaj Keshav Giri,"Binita Khadka, Aayusha Rai, Subash Thapa",/title/tt8477144/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS0eg30GxZcIAj1HoZt892VEIb2Srw3icGB_dkj8aDrKVpVuikt4Gs6FgAI7BU&s
272,Save the Country,2014,History,Lawa Pyakurel,"Sujana Dhakal, Mayoun Jirel, Ghimire Kc, Sapana Rokka",/title/tt15393054/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSkQ1vf2hHSL8DfA2gO9cMGj9qSk1CccIoUOE1GYyMVTMV03SXMBZOgLza84CA&s
273,Mukhauta,2014,Crime,Arpan Thapa,"Rajesh Hamal, Sunil Thapa, Saugat Malla, Arpan Thapa",/title/tt13369528/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS215qkr7cDO_GDt-XQ-xyFHHDbGF19ZPk4vwAehX8nkbTDmUIRfl4PL2-YRe8&s
274,Tandav,2014,Action,Murray Kerr,"Bisharad Basnet, Kameshwor Chaurasiya, Alan Gurung, Bipin Karki",/title/tt7165932/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAJUMtO__WCIYmnIECtQRjvNA9Xx26YgiQjSbCZFUg_pY30_z1HHX3wNN1rKg&s
275,The Palmist,2014,"Drama, Mystery, Romance",Hitesh Sharma,"Sameer Bhattarai, Hitesh Sharma, Sunny Amatya, Prakash Subedi",/title/tt4701840/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT1_KmHvRYBLGzor0c-29T3htR_V6Xao8gZ4UKzM6kaVC_oeC22ZuLTvaRki5k&s
276,Akaal,2014,Drama,Neer Bikram Shah,"Deepak Chhetri, Rajesh Hamal, Neer Bikram Shah, Rekha Thapa",/title/tt8915854/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTDw1Hc_4yCYBzLrWD_j2qkN0s_PcpffcFDWTAgNb9TvKLQVYqyH7E-28mB1J4&s
277,Producer,2014,Comedy,Janak Deep Parajuli,"Ram Prasad Aryal, Shyam Aryal, Shweta Bhattarai, Babu Bogati",/title/tt4852030/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTjFnFvUJuLBJwGiM41zhROCH0tHVEs1PMwq4NlgmjJFWqjrUu24NfWCs8JW8&s
278,Dhartiputra,2014,Action,Amar Oli,"Bikrant Basnet, Dilip Rayamajhi, Sunil Thapa",/title/tt22044694/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjAAW0HZWJtV-_dsUJKNsvlJJJe5CzuKw30zAvuYaP7E1PnE5TLEMl9vVHZA&s
279,Punte Parade,2014,"Drama, Romance",Subash Koirala,"Samyam Puri, Nilu Doma Sherpa, Priyanka Karki, Najir Hussain",/title/tt7243914/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJxfJ5eGnInoiHkGs9EpCmMCaY-9RRuu5fAZz-JFQi7VoMog_tzXv5sDOTLuU&s
280,Utsav,2014,Drama,Kumar Bhattarai,"Saugat Malla, Sanjog Koirala, Gaurav Pahari, Menuka Pradhan",/title/tt6634928/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR-t9PKHoaDSKByXgaILv3uRw6zUbG4Bcxvfis3AYVI-2z-thQrNewirnORQw&s
282,Biteka Pal,2014,Romance,Suraj Subba,"Keki Adhikari, Baboo Bogati, Bimala Thatal",/title/tt8661390/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX4TrO0GZf9axRCet4YTDIjM6q72d1kcrb-Scy8Oqtf9MP3HK-BGkyxLwykWo&s
283,Himmatwali,2014,Drama,Rekha Thapa,"Teja Ayyar, Puskar Bhatta, Abhay Chand, Dhiraj Chand",/title/tt7243896/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRg5kkP62FdD8GNb7R1ZspTmOs9zKi8Tq7RfK5QXqTLeJluI3wUXGLAD5Y5ZNw&s
284,Baby,2015,"Action, Crime, Thriller",Neeraj Pandey,"Akshay Kumar, Danny Denzongpa, Rana Daggubati, Taapsee Pannu",/title/tt3848892/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSLxX6vAHB14EsgY68w8NBDrRD8AX2tcEsZEMkuN0zB6tsAWn2VUSjd4qvcdIE&s
285,Hostel Returns,2015,Drama,Suraj Bhushal,"Sushil Shrestha, Najir Hussain, Abhay Baral, Sushil Sitaula",/title/tt6501286/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTf_W5V2oIHnZ3CqylwwvJ8CUo69VrotwWQx3R__NAaFkqB4JIQ7pBBE0fTm0k&s
286,Kalo Pothi,2015,"Action, Drama, History",Min Bahadur Bham,"Khadka Raj Nepali, Sukra Raj Rokaya, Jit Bahadur Malla, Hansha Khadka",/title/tt4991660/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ1WWRX_PDRAjwxJQ-zC_vthck5ws9J_8JBCJGDNq_JydBBuPYxli65JbGfOQ&s
287,Kabaddi Kabaddi,2015,"Comedy, Drama",Ram Babu Gurung,"Dayahang Rai, Saugat Malla, Rishma Gurung, Bijay Baral",/title/tt5225580/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTg1r_G6ZBULWYHiJmAkJsvRbDTFncIwFmp2X29pzsxobHwaDTkQNTQV_L5SGQ&s
288,Taandro,2015,"Action, Drama",Samten Bhutia,"Dayahang Rai, Kamal Mani Nepal, Rajan Khatiwada, Buddhi Tamang",/title/tt5252250/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTGUFm2I6Q0wMqlp-HqRDf1Po9INEOnw7gKst0IQuMGooZFhTYB1hoGD0ShtPM&s
289,The Necklace,2015,"Crime, Drama, Mystery",David Chow,"Dipti Gurung, Roshni Karki, R.C. Manoj, Nirvik Rai",/title/tt5126250/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSqGDl2n9-MzwmZ-FBif6hDG0m7kF8u2KJ2unhbkpPhySs7dvtsfGzhlGDZuD8&s
290,Zhigrana,2015,"Horror, Mystery, Thriller",Pasang Lama,"Sagar Adhikari, Subash Basnet, Hari Prasad Bhattarai, Patricia Buigenet",/title/tt4448446/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxTdFoLVWw5OBl5JoCT8piEemKwDy6_Tzi_qgudhfB1WcD1Jy5hfEpYJYKHA&s
291,Bhool Bhulaiyaa,2015,Romance,Yogesh Ghimire,"Neeta Dhungana, Jiwan Luitel",/title/tt9081378/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNtSfgojEIamqmIX11TNTeEgDxPluBvP14jAqUxiY3LuaXUB3BiSOiTizldCA&s
292,Sadanga,2015,Action,Suraj Sunuwar,"Saugat Malla, Sauram Raj Tuladhar, Priyanka Karki, Anup Baral",/title/tt11671066/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYOBkJqJYYcLB0pqA17LaCT9XRKzWg8nKr7fHcYdywaZEdX60xT8BnWvNfaZI&s
293,Pardeshi,2015,"Drama, Family",Narayan Rayamajhi,"Raju Bajaj, Keshab Bhattarai, Sher Bahadur Gurung, Rajani K.C.",/title/tt7091544/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRsaXvsCnQ4L2RKGi7X21F6H37Eo_5Gl-Qj-147aLDtm45e3WmM-4bpRK1U_w&s
294,Ko Afno,2015,"Drama, Thriller",Anil Thapa,"Sulakshyan Bharati, Sudam Ck, Shanti Giri, Rajan Khatiwada",/title/tt5302258/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTv6jr5GEJLkUFFhxe8L3twubJMoi9JEJ1MEPuF9Y5SR5iMxB4D61Mvi-6l-bI&s
295,Bhairav,2015,Drama,Nikhil Upreti,"Jay Kishan Basnet, Narendra Singh Dhami, Muralidhar, Nagendra Rijal",/title/tt7229056/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSK_p-hvLc5MJOVUXkFW8K30UVmiYBL5waa4Ok8esxXyohdEoeszetMJA9lkQ&s
296,Mission Paisa 2: Reloaded,2015,Action,Simosh Sunuwar,"Nisha Adhikari, Amir Gautam, Priyanka Karki, Resh Marhatta",/title/tt7201056/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTXeSijbzsXBRCNy4PKYa09XNQjKx9gzIhJ-q5dLSYQuy4hC_cZuQWsB-hinh0&s
297,Resham Filili,2015,"Comedy, Drama",Pranab Joshi,"Shishir Bangdel, Kameshwor Chaurasiya, Narendra Singh Dhami, Laxmi Giri",/title/tt4624138/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTV8CbFxAt2N0pFp58ZSiyUF85o51I9dG0NBZqJM5JPg_rEgERPbky7qmh_eew&s
298,Woda Number 6,2015,Comedy,Ujwal Ghimire,"Sandip Chhetri, Kedar Ghimire, Deepak Raj Giri, Aruna Karki",/title/tt6569172/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRuNheQzBF4a3uR5nohCpkV-FkQHVgdZPdaWASRn2bgXpzjr81YChrv4NQwH7o&s
299,DristiBhram,2015,"Drama, Mystery, Romance",Kiran Thapa,"Kiran Thapa, Bijay Kunwar, Cilsa Jirel, Nitesh Jung Thapa",/title/tt4361472/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ2XkAF5I21J1SrUIJeT5xJ3MNLJdd3S9MdHNbc7O_Y4dPpRhPCI1lzmIDfIQg&s
300,Seto Bagh,2015,"Drama, History",Neer Bikram Shah,"Manish Bhandari, Binay Dahal, Anita Dangal, Narendra Singh Dhami",/title/tt6044656/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3NzBbxh1EilE11QgMMEVGxP3kNh7fVK7xFMYCWgmzm3CfdhtVnnMDi1z-UR8&s
301,Nai Nabhannu La 3,2015,Romance,Muskan Dhakal,"Aaryan Sigdel, Priyanka Karki, Suraj Singh Thakuri, Sanchita Luitel",/title/tt8677388/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQxVIm0D0lqtxB3xIHiV10SLDdEtoNTyIUx7LAEFQe5Gxf4cV4ZioIUMxYICRs&s
302,Dhruva Tara,2015,Drama,Nikky Ngawang Golay,"Kushal Ghimiray, Manisha Gurung, Topchen Moktan, Avinash Wanem Subba",/title/tt5906842/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRccLCw1RfROv2ljDeoA6-jgNVNMuMDdfWrMXdpvkjooL2ChHlOSgfJJ2tQSg&s
303,Sunpani,2015,Drama,Sabin Bastola,"Sabin Bastola, Agraj K.C., Tara K.C., Nabin Timalsina",/title/tt8878514/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcStBqrO5SEVJ83h3SUuds6EixCWHpG4ja3yTpL-o1p109QHWXs8eK5WyDvFMA&s
305,Aavash,2015,"Drama, Romance",Surendra Poudel,"Samyam Puri, Ashma D.C., Nisha Adhikari, Salon Basnet",/title/tt6450916/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUhC-nXmDX1zmPm1i-hmYoVfiWeDHIyBxIohqY_ZThOWfDGCHtAGB7iL_-coc&s
306,Dhauli,2015,Family,Santosh Kumar Atreya,"Geeta Adhikari, Gajit Bista, Prakash Ghimire",/title/tt11822438/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMHJCw6lBf37-qvWuFS89W9ujhtjE-iJ5Z0W6pto9te7DANvdAcHiEcS3lj54&s
307,Desh Dekhi Bidesh,2015,Action,Narendra Thapa,"Dilip Rayamajhi, Richa Sharma, Nikhil Upreti",/title/tt22008154/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTRx1Z2l7nkTeMpIP-3_j16I1cNYZFoPGw_qIc2BQlaEDBza-z1ZUBWTgE7TA&s
308,Ajhai Pani,2015,Drama,Alok Nembang,"Narendra Singh Dhami, Bishal Dhungana, Puspa Khadka, Bijay Lama",/title/tt5972072/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTR6KOceuIJHzNBfAhcIK1ScnSpiFIqOlcTzKbbn8vnWT_yyyEG-PaECOvi_Q&s
309,Chankhe Shankhe Pankhe,2015,Comedy,Sudarshan Thapa,"Subash Thapa, Sudarshan Thapa, Prem Puri, Pooja Sharma",/title/tt5955818/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRxjYzG1micACX4cp-rxp_B-388_gnKFon41r1i41TStElgaK9eLzkoBUQ6-RE&s
310,Youngster: Nepali Film,2015,Drama,Subba Bishal,"Pradhan Ajtej, Lepcha Alvin, Dewan Suhmita",/title/tt10847722/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkk0vcmB4QPx3nG3KJtXPAZ4Vhd6cKRVS1JoFgvezRvlKcoanWL6wBZp8Jpg&s
311,Tata Bye Bye,2015,Drama,ishir Bangde,Shishir Bangdel,/title/tt5139922/,1,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSej2EPZxvGUJOLWXSoLG4foTmPgPIDmgtmLuNNJBJEYGk_gCVuOX0-zFFMc4g&s
312,Tista Pariko Saino,2015,Romance,Khil Bahadur Gurung,"Amir Gurung, Khil Bahadur Gurung, Raj Gurung, Unita Gurung",/title/tt20426148/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSaRMfzg2EGlnlcPqqQ7yjNVvqQETi3MA91Evk97aohV3ooLcEq2518zGJdtRc&s
314,Zindagi Rocks,2015,"Romance, Comedy",Nikesh Khadka,"Sauram Raj Tuladhar, Prakriti Shrestha, Reecha Sharma, Keki Adhikari",/title/tt11650960/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3jh-XJyxjapzW4NMdm06jYfURciVWeXn4nxsemlsp3-83N96pTXPrlkgqSw&s
315,In Search of a Nation,2015,"Drama, Family",Prakash Angdembe,"Hemanta Budhathoki, Baboo Bogati, Meena Koirala, Aruna Karki",/title/tt2808236/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQF4zSXThxFqLVKlg1BPegZsPESOOk_JUje50xzq1E9SEDV0NK_T1zYPd8NrQ&s
316,Sambodhan,2015,Crime,Hem Raj BC,"Dayahang Rai, Prasant Tamrakar, Binay Bhatt, Namrata Shrestha",/title/tt6624908/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTApCovkcjY-f8H6RrihTU8M37R5eEUBG9JFIWhY_fT22A5jOo41F1NeB_fTHc&s
317,Aago 2,2015,Drama,Madan Ghimire,"Sushil Chhetri, Priya Rizal, Hemanta Budhathoki, Ganesh Giri",/title/tt6774938/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRa8Mu1srglGeGcGwJCkHGtneGOHFnJLIEdUTJbTbIf9nZsbwnKlxzMOTv_2Q&s
318,The Jungle Book,2016,"Animation, Adventure, Drama",Jon Favreau,"Neel Sethi, Bill Murray, Ben Kingsley, Idris Elba",/title/tt3040964/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdkII7ToPTCGVOrMfI_u6BZiRVsoK2xsrl8b4KL5xQsQxivYZQ4n9ykgF2gA&s
319,Pashupati Prasad,2016,"Comedy, Drama, Romance",Dipendra K. Khanal,"Khagendra Lamichhane, Rabindra Singh Baniya, Bipin Karki, Prakash Ghimire",/title/tt5691226/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQv-lXz4tPNVU4keTRxcs0mR7ZzBJ5js2LwAjEPYSMMOQGeTsbC18Zf5ZqVHOE&s
320,White Sun,2016,"Adventure, Drama",Deepak Rauniyar,"Dayahang Rai, Asha Magrati, Rabindra Singh Baniya, Sumi Malla",/title/tt3638644/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQPT-MUPxUimrsc4Yxgs3jx-xGruylbKb2ia6giKAUdyI7u4SIUxJC4qqYcew&s
321,Superhit,2016,Thriller,Niranjan Pandey,"Binita Baral, Sudam Ck, Divya Dev, Shishir Rana",/title/tt10240904/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQUERE2PXM3ude-XpskhgX1RS3J5irsystOi8hHbla8eQTUA41XcZmY2iCUjg&s
322,The Legend of Shankhadhar,2016,"Animation, Biography, Drama",Sanyukta Shrestha,"Kiran K.C., Rajaram Poudel, Madan Krishna Shrestha",/title/tt6999010/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRq5vuW0nBsT8PDu-7gOumsrS8wgtMJK7PnwJSxb_HfqPhA2VcoAxzCwpIV3U8&s
323,Prem Geet,2016,Romance,Sudarshan Thapa,"Pradeep Khadka, Pooja Sharma, Saroj Khanal, Rupa Rana",/title/tt6705126/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTU50bjCoPcd-1UArbRTXALUPR0MU3wmuRFjxPMxNhkyScjBf2ZGteSWD9Vuw&s
324,Purano Dunga,2016,"Comedy, Drama",Ram Babu Gurung,"Dayahang Rai, Maotse Gurung, Menuka Pradhan, Priyanka Karki",/title/tt6782422/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5U0OQ3ctntGv67lFu_v8XIsLwLYppKxX5wUe3znwPaFA1YEVhhfvmSTNO3w&s
325,Chhakka Panja,2016,"Comedy, Drama, Family",Deepa Shree Niraula,"Deepak Raj Giri, Kedar Ghimire, Buddhi Tamang, Jeetu Nepal",/title/tt6160932/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTP95goQOshoPNhSSrT6Pu9LraDd6MlgZlc9NkdCawdiSHjLEvJE0aXZFGqhQ&s
326,Dreams,2016,Romance,Bhuwan K.C.,"Manoj Giri, Anmol K.C., Sandhya Kc, Ratna Raut",/title/tt5804178/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQhS85WYRtuhvoMQ2-SF4ksU48X_MJzCqVolln_FY1cyyN_kITB45qtSZqzh0E&s
327,Jatra,2016,"Action, Comedy, Drama",Pradeep Bhattarai,"Bipin Karki, Barsha Raut, Rabindra Jha, Rabindra Singh Baniya",/title/tt6249904/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdHYGTs6ZeWCHMef3ktF3kkiwff2ziJMjDRjgnul-zPaNt-O8Nu1i8FiciDg&s
328,Bir Bikram,2016,"Action, Comedy, Romance",Milan Chams,"Dayahang Rai, Anoop Bikram Shahi, Deeya Pun, Arpan Thapa",/title/tt6568628/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnlDNE2102d3L0aF5kXY1b_3ZNfcvO516-fynXwv3MhL32RYmKI2oZ07bjKQ&s
330,Teen Ghumti,2016,"Biography, Drama",Dhakal Baburam,"Garima Panta, Dhruba Dutta, Sushant Karki",/title/tt5642582/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ7ThJ28Ptay3rfsf7gPDmflAsoK3wokbYRSgqnpjPznsJ2YngvbS6Rc4tapng&s
331,Karkhana,2016,Drama,Amardeep Sapkota,"Jebica Karki, Nabin Lamsal, Mausami Malla, Sushil Shrestha",/title/tt7683198/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQdVuMzPMa5hUi47FfTrr2xufxJ8Fi8GTuBJwcapAuE0FBPBdmv8UaspGYlrA&s
332,Ke Ma Timro Hoina Ra,2016,Romance,Akash Adhikari,"Aaryan Adhikari, Arun Adhikari, Mariska Pokharel",/title/tt7643854/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQGlm8yGtTtIzLX8Rp8AG5elewH7T63di6RL5utEsPM5qme4cUlH3QIJBmAAQ&s
333,The Winner,2016,Thriller,Hikmat Bista,"Ale Corsino, Amit Giri, Malina Joshi, Royal Maskey",/title/tt6352664/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTxECuTd-fF9ToL5rpNFD_TZ55mKlSB2gNivIMkg2zOMjgEfY1VV-66wmvikQ&s
334,Kismat 2,2016,Drama,Rishi Lamichhane,"Kishor Khatiwada, Shilpa Pokhrel, Prithivi Raj Prasai",/title/tt12318790/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSs_Ip11IXEIGVcckfsDlkUEMqWpX5dKVGVhB6NMS0pysEXkHXdsoG4u2n2lQ&s
335,Dying Candle,2016,"Drama, Family",Naresh Kumar Kc,"Bidhya Karki, Saugat Malla, Kesab Rai, Srijana Subba",/title/tt3552320/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT0ZjqcGIe5p4O6XH5dw7dlXrjiPVaBbq_1XJ1jA5mzO1YZLtpewKWH_P_58jE&s
337,Safar,2016,"Adventure, Drama",Ashish Shrestha,"Manan Sapkota, Nurja Shrestha, Sanjay Gupta, Shibir Pokharel",/title/tt6091496/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMVyibAIgbumdfJBze4pG14vchlSRQwrIcZyedzudqLd6svJVGyQD2StVO7QA&s
338,Lama La,2016,Drama,Nischal Poudyal,"Ravi Karki, Jivan Pulami",/title/tt6023632/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ3GEaV4Htg_Ab2tfgR_NlygOGSf6NlqTaL2_0xfIIOosG66_r9xxhnDDnCzg&s
339,Nai Nabhannu La 4,2016,Romance,Bikash Raj Acharya,"Priyanka Karki, Barsha Raut, Anubhav Regmi, Paul Shah",/title/tt8677400/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTA8WkRrFth6PdOTSk_-3vtN8jkdjFkwuLNMEOD7fuVb9c-ZAEpNElFGKpUryA&s
340,U Turn,2016,Drama,Prem Lama,"Prasuna Kadel, Prem Lama, Etisha Nembang",/title/tt6684398/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR0yPLNYIU2qcPPrRbvF6QDgEgUyssks1KIqNlFc5TGWu_kOJDYR5MXnKs_Zsg&s
341,Bijuli Machine,2016,"Comedy, Drama, Sci-Fi",Navin Awal,"Abhishek Subedi, Jeewan Adhikary, Jiban Bhattarai, Rajesh Hamal",/title/tt6577538/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLEL_ddKdiRg2Vc4BrftnCbOefg_-a-FrG3RXeSH-uprgu2nCSv4DChTJmKoE&s
342,Gajalu,2016,"Drama, Family, Romance",Hem Raj BC,"Anmol K.C., Shristi Shrestha, Gaurav Pahari, Salon Basnet",/title/tt6419748/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQOkdPs0DwX1MQUXc4zGyPgvS3nPs9yEEjqZxI7TzNvrxGOyyyyNBbNM35jQA&s
343,Homework,2016,"Drama, Family",Nirak Poudel,"Vijay Lama, Gauri Malla, Namrata Shrestha, Aaryan Sigdel",/title/tt8706358/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRlBop_hYadZHutxNlQzipeaJE7fL5bX0w8Fo3X9gEk3MUbScWbV1UzanQMpg&s
344,Vedi Gothale,2016,Drama,Ganesh Gurung,"Asmi Gurung, Ganesh Gurung, Rajesh Gurung, Sanam Gurung",/title/tt7039460/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSs1XwXf6cyZvWPd3024kz7CZCy3wnrY2TsdVE7_2UdF634M3xiyTydZ15O04s&s
345,Lukamari,2016,"Comedy, Crime",Shree Ram Dahal,"Saugat Malla, Karma Shakya, Bikram Singh, Surabina Karki",/title/tt5595416/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUDxFB5UXApJiIinziMwUrcoe6zHbpy-s4BxKpy18UAB02dEqaHLEyL8z_AA&s
346,Kaha Bhulna Sakchu,2016,Drama,Enos Lama,"Milan Gurung, Prasansa Khawash, Sanuja Roka",/title/tt6918784/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSRWlfekHXwM39pb8WW8oYkoqbMTkBJlRGZLtXOnR7gIQ2qWLVTWiGdhFeXGQ&s
347,Kafal Pakyo,2016,"Drama, Romance",Sabitri Khatri,"Jiwan Luitel, Barsha Raut, B.S. Rana, Barsha Singh Chhettri",/title/tt7382524/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQceGKF5aPkOLxLOWvO4HqDb3ppsOCKjEtgrWgYcqyDk7Qce4L9UBNOPfM1s0k&s
348,Bato Muniko Phool 2,2016,"Drama, Romance",Subarna Thapa,"Reema Bishwokarma, Babu Bogati, Yash Kumar, Ashishma Nakarmi",/title/tt7836584/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSgHlrExvZyVFDJjozUelDZf8_Oxw8QNDwyWaCa-_YkO_ghZ698IzOFNkurOg&s
349,Sherpa Dai,2016,Comedy,Gopal Dhakal,"Gopal Dhakal, Doma Hyolmo, Shishir Rana, Chhiring Sherpa",/title/tt15662016/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ-3oiDnj8O8PMB9ad21eGECXP-0UcOHs-f_pvQ0B3x_ODfo0YKPeykMw8yww&s
350,Gaatho,2016,Thriller,Suraj Bhushal,"Abhay Baral, Najir Hussain, Aruna Karki, Dhurba Koirala",/title/tt15988786/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDuGwGNnES-b2KjNVu96Tskg1UDBIiXp_w7x9aKeSHd6vcRPF38fO8PVNKdx4&s
